age,CH4
123388.0,615.0
123589.2,616.3
123800.2,611.1
123998.4,613.5
124193.1,621.3333333333334
124389.9,621.8
124653.6,632.0
124822.3,626.6
125020.9,641.6666666666666
125224.9,642.2
125436.0,646.6666666666666
125633.9,655.7
125864.7,657.875
126058.7,650.2
126271.5,659.6666666666666
126486.5,639.7
126678.9,651.3333333333334
126855.6,650.4
127030.2,646.0
127227.8,670.3
127421.1,677.0
127596.4,681.1
127637.1,678.8
127773.5,692.1
127932.5,706.0
128108.4,715.0
128270.0,703.6
128422.9,722.3333333333334
128585.0,725.5
128750.1,644.0
128921.4,534.5
129097.1,536.6666666666666
129273.8,551.5
129444.5,550.7
129628.5,531.0
129806.2,515.0
130010.6,512.1
130233.1,499.3333333333333
130409.0,521.2
130639.7,518.0
130874.5,487.1
131112.8,493.0
131351.1,494.1
131624.2,479.2
131905.9,455.8
132207.7,461.3333333333333
132546.2,461.7
132875.9,460.3333333333333
133239.4,448.8
133603.1,506.33333333333337
133984.3,427.5
134388.7,436.3333333333333
134800.1,415.1
135301.9,403.6
135802.9,381.5
136372.2,408.6666666666667
136805.5,375.0
137524.5,394.6666666666667
137818.8,394.9
138451.0,405.6666666666667
138869.0,367.6
139405.1,432.3333333333333
139971.2,357.7
140517.8,342.4
141074.6,349.1
141617.6,359.0
142166.7,368.1
142777.4,375.3333333333333
143209.8,385.1
143798.9,401.3333333333333
144302.1,400.875
144833.7,375.3333333333333
145398.7,390.9
146028.8,402.3
146432.5,409.8
147047.6,421.0
147509.4,423.4
148034.1,470.6666666666667
148582.0,427.8
149190.1,432.6666666666667
149635.7,441.2
150126.3,404.3333333333333
150648.0,400.1
151183.2,432.2
151714.5,422.0
152360.9,425.6666666666667
152781.3,413.0
153338.3,401.5
153922.2,402.6
154464.6,393.3333333333333
155021.8,384.5
155564.5,406.6666666666667
156158.0,399.2
156782.8,421.7
157430.7,400.2
157997.2,410.0
158519.6,407.2
158997.7,440.0
159476.4,406.9
160008.2,415.3333333333333
160610.9,410.1
161338.7,423.6666666666667
161789.6,413.0
162321.1,442.0
162846.2,410.9
163365.0,417.0
163973.9,392.9
164549.2,383.5
165148.4,423.8
165732.6,433.0
166309.5,449.3
166906.6,479.3333333333333
167489.9,495.3
168011.3,495.9
168492.4,444.9
169000.5,478.0
169552.7,442.3
170163.4,447.5
170766.0,484.2
171346.5,480.0
172430.1,433.0
173138.6,455.9
173633.0,427.3
174186.1,457.3
174738.6,471.3333333333333
175340.7,466.1
176029.2,499.0
176674.0,546.8
177251.1,550.3333333333334
177777.6,541.6
178420.6,479.3333333333333
178919.1,482.5
179576.7,451.9
180219.5,489.9
181019.2,496.3333333333333
181564.1,495.9
182273.2,527.6666666666666
182914.6,529.9
183716.4,532.0
184207.7,513.9
184855.3,475.6666666666667
185542.6,458.7
186205.8,447.2
186912.1,436.5
187415.6,446.0
187931.4,461.85
188496.5,425.0
189022.5,423.3
189600.5,432.3333333333333
190259.4,470.0
191070.2,471.0
191602.2,495.5
192100.3,511.9
192691.6,502.8
193279.1,493.3333333333333
193915.4,472.1
194500.4,487.6666666666667
195062.9,530.1
195605.3,534.0
196104.4,548.0
196616.2,564.3333333333334
197115.1,588.8
197582.0,579.4
198035.7,598.4
198465.0,609.3333333333334
198903.6,667.5
199350.0,627.3333333333334
200348.2,539.0
200741.2,529.7
201293.5,538.6666666666666
201658.6,541.3
202163.0,466.3
202675.6,489.4
203251.8,435.6666666666667
203796.6,493.0
204351.2,462.0
204886.1,487.7
205375.8,490.0
205881.5,505.5
206351.2,487.0
206852.1,499.2
207340.3,512.6
207785.9,504.4
208353.3,515.0
208712.9,511.0
209152.5,532.3333333333334
209612.6,547.9
210053.3,565.3333333333334
210478.4,558.3
210904.1,579.3333333333334
211350.0,593.2
211801.5,576.7
212261.4,583.0
212692.0,585.6666666666666
213129.3,573.2
213588.1,573.6666666666666
214052.3,590.7
214518.5,561.3333333333334
214965.3,568.6
215430.9,505.6666666666667
215914.5,456.9
216402.4,479.8
216939.7,454.4
217166.4,443.1
217406.1,451.9
217641.6,445.3
217766.7,452.7
218167.9,459.6
218425.2,495.4
218683.0,460.5
218947.6,469.4
219216.4,488.8
219492.5,507.6
219775.3,537.6
220064.8,476.5
220376.1,484.0
220678.5,490.9
220988.0,488.2
221323.9,500.7
221643.6,495.4
221984.7,503.6
222288.2,528.2
222579.0,519.1
222929.1,542.5
223266.2,489.2
223602.1,463.95
223868.2,504.15
224331.5,475.8
224687.2,496.1
224900.3,515.7
225906.4,555.9
226256.1,532.0
226537.3,547.0
226713.2,546.8
227185.2,502.6
227532.2,504.3
227888.0,490.5
228247.2,516.8
228592.2,489.5
228941.5,471.4
229260.6,472.5
229420.8,464.3
229877.3,474.3
230180.9,506.3333333333333
230521.5,456.2
230863.6,417.3
231209.7,428.8
231404.9,431.4
231844.0,429.3
232134.7,432.8
232433.9,440.2
232761.3,434.2
233052.7,419.4
233327.1,429.2
233592.5,456.8
233874.4,429.9
234149.3,425.5
234430.5,433.4
234681.2,452.5
234937.1,519.2333333333332
235078.3,461.9
235427.1,478.2
235692.2,498.8
235919.8,508.15
236100.6,481.15
236389.5,511.9
236611.0,518.4
236861.5,529.3
236991.7,554.0
237108.4,543.1
237309.0,545.1
237432.0,547.65
237765.2,539.0
237874.3,565.0
237980.6,557.1
238108.9,553.7
238318.4,566.0
238414.7,549.7
238640.5,549.2
238753.8,587.6666666666666
238847.7,549.0
238948.4,559.15
239048.5,564.5
239153.7,578.6666666666666
239268.2,563.8
239490.2,566.1
239574.3,577.3333333333334
239661.3,562.3
239835.0,594.15
239934.3,597.0
240026.7,591.8
240212.5,600.7
240303.1,605.6666666666666
240390.8,599.0
240578.8,609.2
240670.5,616.0
240760.5,615.7
240937.4,610.9
241024.9,627.0
241103.6,622.7
241278.5,641.3
241377.7,661.2333333333333
241617.3,648.2
241689.8,667.3333333333334
241754.4,653.4
241907.0,673.4
241977.0,696.0
242046.1,680.0
242198.2,594.3
242278.4,523.0
242356.2,539.2
242509.5,520.9
242597.2,515.3333333333334
242672.7,519.2
242832.5,525.0
242923.1,541.8
243346.0,537.9
243438.3,557.7
243705.5,546.1
243921.9,541.2
244154.8,528.0
244385.2,528.2
244609.6,523.3
244849.7,519.0
245079.7,501.8
245222.4,503.0
245594.8,494.0
245883.7,475.3
246192.7,485.5
246532.3,513.1
246884.3,507.5
247072.5,544.8
247562.6,524.7
247861.0,524.8
248038.4,539.6
248528.0,472.8
248850.7,465.8
249179.4,408.2
249545.7,410.0
249907.4,413.4
250261.1,408.4
250619.7,431.8
251731.5,400.8
252156.6,395.2
252542.4,396.2
252930.1,400.5
253301.0,398.2
253688.3,425.85
253909.4,427.3
254442.4,420.2
254786.7,405.2
255154.0,441.7
255547.4,422.2
255966.2,448.1
256299.8,474.8
256693.4,466.0
257078.3,483.4
257439.7,464.9
257621.6,450.1
258163.2,492.7
258512.0,509.8
258891.1,495.8
259278.7,430.25
259671.1,473.4
260016.7,451.4
260406.2,433.5
260799.0,455.7
261156.9,451.8
261558.8,423.5
261948.0,442.5
262336.5,480.0
262745.1,481.5
263140.8,508.7
263461.9,461.9
263842.8,413.7
264222.6,417.2
264595.3,398.4
264977.7,414.5
265368.5,411.9
265793.2,422.4
266229.9,416.6
266628.9,384.18515541633434
267067.7,425.3
267516.5,413.8
267955.3,418.1
268395.5,454.2
268847.9,423.4
269297.8,454.2
269542.9,439.0
270201.9,460.0
270647.5,440.9
271117.4,458.4
271606.6,453.0
271832.1,445.37103511887005
272511.9,470.2
272782.7,451.4
273502.5,482.8
273948.1,467.4
274415.7,463.4
274883.7,475.4
275357.5,455.2
275824.4,478.8
276270.1,503.8
276673.7,467.3
277101.3,451.8451913799974
277549.3,479.5
277795.2,465.8
278456.2,428.4489402795861
278710.3,438.4
279312.9,419.7
279767.5,463.0
280147.3,454.8
280346.2,473.0
280892.6,461.6
281301.7,447.9
281732.4,456.9
282121.2,468.4
282510.5,425.1
282891.0,452.7
283253.2,471.0
283611.0,498.6
283986.0,508.5
284365.6,464.6
284732.8,476.5
285070.3,457.4
285431.4,469.6
285788.9,485.8
286135.8,495.2
286495.1,500.0
286837.7,506.5
287158.9,520.1520464000314
287494.6,528.8
287827.0,513.8
288126.4,520.9
288481.5,510.9
288833.2,532.3
289190.7,529.9
289524.7,531.4
289851.1,546.9
290168.4,524.0
291228.5,454.3
291633.2,458.8
292029.2,448.1
292388.2,453.25
292767.7,444.2
292958.9,453.6666666666667
293626.4,482.4
293866.2,520.6666666666666
294533.8,488.6
294794.6,500.6666666666667
295458.3,552.0
295665.4,564.3333333333334
296257.6,586.6
296466.4,524.0
297059.8,487.5516860203117
297265.0,505.0
297945.4,466.63793445315105
298185.1,490.6666666666667
298892.9,518.8
299090.6,518.0
299738.1,496.2822630342789
300121.7,517.5
300322.3,520.0
300920.8,459.4
301141.8,487.3333333333333
301823.5,453.2
302056.4,453.0
302617.4,456.19420319182166
302848.3,462.3333333333333
303432.4,466.4
303637.1,477.0
304262.0,490.5700241696039
304471.5,489.6666666666667
305046.9,498.4591305989036
305236.5,505.3333333333333
305802.3,451.1180110258143
306004.0,448.6666666666667
306638.2,459.3
306868.9,485.0
307555.7,458.7
307794.6,465.6666666666667
308449.8,477.8
308669.9,509.3333333333333
309322.2,466.5
309560.0,460.3333333333333
310196.2,460.6317615386624
310432.7,492.6666666666667
311027.3,469.5
311233.0,517.0
311862.0,514.5
312050.8,516.0
312672.9,522.2
312869.7,540.3333333333334
313385.8,547.5
313550.5,568.3333333333334
314109.6,552.9
314298.2,634.0
314854.9,618.2
315044.8,606.0
315564.8,597.7
315762.5,635.3333333333334
316289.0,607.3
316472.3,515.3333333333334
317027.4,464.5628104574608
317230.4,458.6666666666667
317800.6,444.6
318009.3,480.0
318619.5,480.81485095577614
318836.6,479.0
319460.6,477.5
319664.9,480.0
320268.4,497.7
320471.6,503.3333333333333
321023.3,520.8
321214.4,528.6666666666666
321731.1,519.3
321909.7,528.3333333333334
322405.9,518.5
322576.0,532.6666666666666
323063.8,544.4975689078526
323228.2,556.6666666666666
323672.0,592.5
323812.9,568.0
324240.5,580.2
324409.1,589.6666666666666
324841.2,612.2
324996.5,617.3333333333334
325417.1,626.1
325554.8,644.3333333333334
325949.7,633.2
326097.9,634.6666666666666
326486.6,611.0
326623.2,634.3333333333334
327026.6,644.3
327169.0,654.0
327563.4,642.0
327700.6,662.0
328081.6,657.4
328742.3,669.0
329179.1,635.7
329325.8,657.6666666666666
329727.3,643.0
329869.5,663.3333333333334
330241.5,620.9
330380.8,637.0
330754.8,615.3
330900.2,637.3333333333334
331288.4,636.4
331425.0,649.3333333333334
331782.1,672.7
332040.0,721.3
332148.6,726.0
332456.9,738.0
332575.7,776.3333333333334
332875.4,798.2
332988.3,797.0
333283.9,599.2
333504.2,589.8
333718.4,603.8
333838.7,607.3333333333334
334143.5,631.0
334286.0,652.0
334637.2,580.7
334777.8,597.0
335162.1,569.6
335310.4,566.0
335748.2,537.0
335945.9,531.0
336443.1,496.2
336652.2,504.0
337187.4,485.8
337414.1,486.0
338100.9,452.5
338565.1,445.0
338607.2,444.9
339122.1,464.5
